first_name,second_name,season,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,creativity,threat,clean_sheets,goals_conceded,yellow_cards,red_cards,influence,ict_index,bonus,bps,goals_per_90,assists_per_90,goal_involvement,goal_involvement_per_90,clean_sheet_rate,total_cards,cards_per_90,points_per_cost,rank_in_season,season_encoded,player_name
Richarlison,de Andrade,2019-20,82.0,9.2,165,3070,13,5,478.1,1233.0,9,51,8,0,814.6,252.3,13,519,0.381,0.147,18,0.528,0.264,8,0.235,2.012,19,3,Richarlison de Andrade
Dean,Henderson,2019-20,52.0,15.7,160,3240,0,1,10.0,18.0,13,33,2,0,718.8,74.8,16,688,0.0,0.028,1,0.028,0.361,2,0.056,3.077,20,3,Dean Henderson
Harry,Kane,2019-20,110.0,13.1,158,2588,18,2,391.0,1071.0,6,36,4,0,843.8,230.6,26,587,0.626,0.07,20,0.696,0.209,4,0.139,1.436,21,3,Harry Kane
Kasper,Schmeichel,2019-20,55.0,12.8,156,3420,0,0,30.0,2.0,13,41,2,0,863.4,89.6,10,707,0.0,0.0,0,0.0,0.342,2,0.053,2.836,22,3,Kasper Schmeichel
Roberto,Firmino,2019-20,93.0,10.1,155,2985,9,9,703.0,1638.0,16,26,0,0,733.6,307.5,20,592,0.271,0.271,18,0.543,0.482,0,0.0,1.667,23,3,Roberto Firmino
Tammy,Abraham,2019-20,73.0,14.0,153,2206,15,6,283.2,1301.0,7,34,2,0,659.6,223.3,20,461,0.612,0.245,21,0.857,0.286,2,0.082,2.096,24,3,Tammy Abraham
Rui Pedro,dos Santos Patrício,2019-20,53.0,9.9,153,3420,0,0,0.0,0.0,13,40,0,0,741.0,74.3,8,680,0.0,0.0,0,0.0,0.342,0,0.0,2.887,24,3,Rui Pedro dos Santos Patrício
Jack,Grealish,2019-20,59.0,14.4,149,3233,8,7,1209.2,837.0,7,63,8,0,826.6,287.0,19,601,0.223,0.195,15,0.418,0.195,8,0.223,2.525,26,3,Jack Grealish
Gabriel Fernando,de Jesus,2019-20,99.0,8.2,146,2018,14,8,447.7,1620.0,12,14,3,0,757.6,282.1,17,535,0.624,0.357,22,0.981,0.535,3,0.134,1.475,27,3,Gabriel Fernando de Jesus
John,Lundstram,2019-20,46.0,28.8,144,2452,5,4,382.9,449.0,10,29,5,0,502.8,133.9,15,539,0.184,0.147,9,0.33,0.367,5,0.184,3.13,28,3,John Lundstram
James,Tarkowski,2019-20,55.0,9.3,143,3420,2,3,167.1,410.0,15,50,10,0,919.8,149.9,14,690,0.053,0.079,5,0.132,0.395,10,0.263,2.6,29,3,James Tarkowski
David,de Gea,2019-20,53.0,11.5,143,3420,0,0,0.0,0.0,13,36,2,0,695.0,69.2,8,630,0.0,0.0,0,0.0,0.342,2,0.053,2.698,29,3,David de Gea
Martin,Dubravka,2019-20,51.0,2.0,143,3420,0,0,0.0,0.0,11,58,0,0,1019.0,102.0,7,719,0.0,0.0,0,0.0,0.289,0,0.0,2.804,29,3,Martin Dubravka
Enda,Stevens,2019-20,52.0,4.6,142,3345,2,4,554.5,338.0,13,39,7,0,641.0,153.5,8,639,0.054,0.108,6,0.161,0.35,7,0.188,2.731,32,3,Enda Stevens
George,Baldock,2019-20,50.0,11.6,142,3420,2,4,485.7,241.0,13,39,7,0,559.8,128.6,7,602,0.053,0.105,6,0.158,0.342,7,0.184,2.84,32,3,George Baldock
David,Silva,2019-20,75.0,9.1,139,1821,6,12,735.8,937.0,11,15,0,0,639.6,231.2,15,549,0.297,0.593,18,0.89,0.544,0,0.0,1.853,34,3,David Silva
Teemu,Pukki,2019-20,64.0,11.4,139,2884,11,3,379.5,1202.0,6,59,3,0,545.0,211.8,21,444,0.343,0.094,14,0.437,0.187,3,0.094,2.172,34,3,Teemu Pukki
Mason,Mount,2019-20,60.0,12.7,137,2865,7,6,814.0,974.0,9,44,3,0,641.2,242.8,11,510,0.22,0.188,13,0.408,0.283,3,0.094,2.283,36,3,Mason Mount
Vicente,Guaita,2019-20,49.0,1.6,137,3150,0,0,0.0,0.0,10,42,1,0,827.2,82.6,16,643,0.0,0.0,0,0.0,0.286,1,0.029,2.796,36,3,Vicente Guaita
Ben,Foster,2019-20,49.0,3.6,137,3420,0,0,10.1,17.0,9,64,1,0,904.6,93.5,17,686,0.0,0.0,0,0.0,0.237,1,0.026,2.796,36,3,Ben Foster
Chris,Wood,2019-20,62.0,2.4,136,2436,14,1,299.6,1070.0,11,33,1,0,552.2,190.8,21,384,0.517,0.037,15,0.554,0.406,1,0.037,2.194,39,3,Chris Wood
Mathew,Ryan,2019-20,47.0,11.5,135,3420,0,0,0.0,0.0,9,54,0,0,1000.0,100.1,14,754,0.0,0.0,0,0.0,0.237,0,0.0,2.872,40,3,Mathew Ryan
Harvey,Barnes,2019-20,58.0,2.1,133,2075,6,10,517.4,893.0,9,24,0,0,525.0,193.7,9,394,0.26,0.434,16,0.694,0.39,0,0.0,2.293,41,3,Harvey Barnes
Ederson,Santana de Moraes,2019-20,61.0,13.4,133,3071,0,0,16.0,0.0,16,31,3,1,608.6,62.3,2,645,0.0,0.0,0,0.0,0.469,5,0.147,2.18,41,3,Ederson Santana de Moraes
John,Egan,2019-20,47.0,7.1,133,3187,2,1,25.4,587.0,13,33,3,1,641.4,125.4,9,592,0.056,0.028,3,0.085,0.367,5,0.141,2.83,41,3,John Egan
Jordan,Ayew,2019-20,51.0,7.3,132,3148,9,3,445.6,885.0,12,45,6,0,597.4,192.4,19,443,0.257,0.086,12,0.343,0.343,6,0.172,2.588,44,3,Jordan Ayew
Sergio,Agüero,2019-20,116.0,11.8,132,1449,16,6,256.4,1188.0,5,18,1,0,641.2,208.2,14,509,0.994,0.373,22,1.366,0.311,1,0.062,1.138,44,3,Sergio Agüero
Neal,Maupay,2019-20,57.0,1.8,131,2763,10,3,369.2,1519.0,8,36,3,0,518.6,240.5,21,361,0.326,0.098,13,0.423,0.261,3,0.098,2.298,46,3,Neal Maupay
César,Azpilicueta,2019-20,61.0,8.8,130,3229,2,6,708.7,438.0,8,53,1,0,905.2,205.4,16,700,0.056,0.167,8,0.223,0.223,1,0.028,2.131,47,3,César Azpilicueta
Adama,Traoré,2019-20,56.0,13.2,130,2599,4,9,786.4,583.0,7,33,1,0,727.2,209.7,14,522,0.139,0.312,13,0.45,0.242,1,0.035,2.321,47,3,Adama Traoré
Ayoze,Pérez,2019-20,60.0,5.0,129,1998,8,5,443.9,779.0,9,25,0,0,547.4,177.3,9,402,0.36,0.225,13,0.586,0.405,0,0.0,2.15,49,3,Ayoze Pérez
Lewis,Dunk,2019-20,48.0,12.5,128,3230,3,3,171.8,469.0,9,50,9,0,825.6,146.8,17,674,0.084,0.084,6,0.167,0.251,9,0.251,2.667,50,3,Lewis Dunk
Bruno Miguel,Borges Fernandes,2020-21,113.0,48.7,244,3101,18,14,1414.9,1253.0,13,36,6,0,1292.6,396.2,36,870,0.522,0.406,32,0.929,0.377,6,0.174,2.159,1,4,Bruno Miguel Borges Fernandes
Harry,Kane,2020-21,119.0,44.5,242,3083,23,14,659.1,1585.0,12,39,1,0,1318.2,355.9,40,880,0.671,0.409,37,1.08,0.35,1,0.029,2.034,2,4,Harry Kane
Mohamed,Salah,2020-21,129.0,43.6,231,3077,22,6,825.7,1980.0,11,41,0,0,1056.0,385.8,21,657,0.643,0.175,28,0.819,0.322,0,0.0,1.791,3,4,Mohamed Salah
